x,y,z
-1.65829,0.172174,-0.0330279
-1.72137,0.533385,-0.519249
-1.015,0.544584,-0.882478
-1.0014,1.03313,-0.770116
-0.0663234,0.122981,-1.71232
0.613616,1.11028,-0.909147
0.282655,0.805282,-0.576927
-0.0106064,0.538833,-0.454449
0.0633771,-0.651109,0.476659
0.694127,-1.45041,0.895697
-0.541233,-1.17717,1.06527
-0.731215,-0.380829,0.818308
-1.09477,-0.0913091,-0.79731
-0.993731,0.215922,-1.26705
-0.517928,-1.55276,-1.85255
1.34805,-2.09238,-1.13605
1.75403,-2.13259,-0.373792
1.44629,-1.80094,0.984167
2.11588,-2.04402,0.395687
1.53393,-2.02565,1.19455
1.73508,-2.14998,0.6596
1.41976,-2.53807,0.802963
1.94493,-1.90564,1.14198
1.80531,-2.27935,1.41617
1.19824,-2.79904,1.61025
2.06287,-1.13873,1.74222
1.42131,0.0615347,2.48588
0.850706,0.00811056,2.01557
0.0727258,1.18562,0.925109
0.900548,-0.352202,1.15406
0.991449,0.19062,0.674162
1.19121,0.300323,1.30681
1.00122,-0.146946,1.74522
1.46443,0.327686,1.6338
0.130656,-0.460707,2.19249
0.651896,-0.3566,2.29894
1.52763,-0.655467,1.44212
2.47564,-0.230506,-0.40372
2.27583,0.564351,-0.917909
2.73276,-0.266354,-1.53691
2.78065,0.432478,-1.31209
2.05036,1.24543,-1.29228
0.874313,0.322072,-1.62304
0.341822,0.397202,-1.69604
1.02051,0.105815,-0.990879
0.551898,0.253876,0.798308
1.05667,-0.485052,0.490792
0.189019,-0.459892,-1.10482
0.416438,-0.134087,-2.16403
1.13613,0.602352,-1.21264
0.19871,1.07408,-0.644437
0.753822,1.428,-0.572769
0.458657,0.787527,-0.196886
-0.0419826,0.492983,0.157255
-0.152026,-0.0628827,-0.143221
0.696018,-0.447185,-0.472405
0.614713,-0.337904,-0.238363
-0.243657,0.348409,1.18393
-0.797131,-0.692302,1.95449
-0.19515,-1.18728,1.46609
-0.74534,0.423519,1.51325
-1.63013,0.790002,0.278702
-0.758378,0.101858,-0.0706962
-0.381859,0.372252,-0.0346538
-0.475711,-0.454657,0.341724
-0.704495,-0.103413,-0.118861
0.275884,0.0557299,-0.54005
0.906309,-0.0713583,-0.58734
0.482084,0.625358,-0.464801
-1.05708,0.101852,-1.14731
-0.132723,0.705055,-0.221236
-0.959606,1.20626,0.058449
-0.458792,0.455027,0.82305
-0.59637,0.926283,-0.117218
-0.556739,0.373619,-0.847764
-0.496803,0.333189,-1.13313
-0.435846,-0.274732,-0.255306
0.213134,-0.556214,-0.600352
-0.7443,-0.0438215,0.88893
-0.396561,0.1323,0.575509
0.00267389,0.46918,0.0248366
0.666265,0.37621,-0.468948
0.767122,-0.0122403,0.56299
1.10416,-0.405656,0.222295
0.485292,-0.121426,-0.922668
1.00371,0.00951243,-0.186238
0.203182,-0.986085,-0.921933
-0.036764,-0.970724,-0.464646
-0.848007,-0.706797,-0.156094
-0.812266,-1.2595,-0.35565
-0.997383,-1.35266,-0.393228
-0.221976,-0.595107,-0.304602
-0.0646967,-1.29879,0.297941
-0.0644823,-2.28698,-0.511074
0.303709,-3.53104,-1.31068
1.06927,-2.72728,-1.39221
1.58668,-2.30371,-0.51896
2.26733,-3.01778,-1.3566
2.08659,-4.05947,-1.27571
2.00753,-3.33844,-1.09065
3.4352,-1.27171,-0.151804
3.69399,-0.740336,0.136248
3.96551,0.161598,0.207589
2.82222,-0.0626611,-0.830733
2.3176,0.356727,-1.25611
3.03053,-0.268413,-0.43952
3.49068,-0.731233,-2.03993
3.5733,-0.421257,-0.694
3.73981,-0.485986,-0.658438
3.4156,-0.371096,0.0337833
3.326,-0.651062,0.187514
1.70701,-1.82523,0.434374
1.34929,-1.07606,-0.0984582
0.66729,0.0895236,1.52692
0.593518,0.201183,0.895652
0.00885429,-0.420708,1.12563
-0.716217,-0.31724,1.03269
-0.658777,-0.811644,0.56644
0.439889,0.529957,0.720628
1.16225,-0.450999,-0.305661
-0.346759,-0.0665392,-0.765136
0.900415,-0.0119963,0.211481
0.76529,-0.656157,0.148125
0.597812,-0.267826,-0.241851
-0.12212,-0.299354,1.54265
0.735235,0.373602,0.488651
-0.0102389,1.40734,0.11661
-0.440962,1.05051,-0.0524056
-0.447521,-0.102273,-0.317503
-0.13821,-0.309189,-0.469505
-0.185802,-0.590378,-1.00182
-0.79362,-0.907044,0.0813363
-0.307413,-0.848576,0.4891
0.251579,-0.183902,-0.386152
0.407381,-0.15222,-0.00241211
0.40407,0.807391,-0.161927
0.436737,0.283712,0.648704
0.245424,-0.128846,0.870359
0.722224,-0.479967,0.619944
0.76997,-0.674961,0.739369
0.999181,-0.711571,0.2756
1.02755,-1.25472,1.25418
0.974871,-0.250076,2.0361
0.571138,-0.727807,2.41961
1.65762,-0.76474,1.17131
1.06486,-1.05399,0.193817
0.337046,-1.96691,-0.0169043
1.01869,-2.12754,0.0389326
0.382545,-0.645389,-0.608187
-0.951946,0.191518,-0.309714
-0.620968,-0.182729,-0.366836
-1.43087,-0.491206,0.939334
-0.453559,0.124733,1.03443
-0.441343,0.0715343,0.181834
-0.144134,-0.597253,-0.127134
-0.333463,-0.642597,-0.22384
-0.484161,-0.51013,-0.228864
-0.182239,0.239692,0.983738
-0.184161,1.09291,0.00219939
-0.619902,0.40152,0.33088
-0.606785,-0.219078,0.610827
0.849758,0.258556,-0.0744634
0.426729,1.10293,1.10342
0.122397,1.40699,1.2414
-0.266395,1.4313,0.748086
-0.403206,1.43256,0.477002
-0.384884,0.366098,1.36719
-0.0619594,0.301008,0.713624
0.137755,0.886963,0.988732
-0.55271,0.813633,1.06734
-0.852113,0.819883,0.718278
-0.135725,1.19778,0.776882
-0.8533,0.760255,0.0647143
0.31114,0.485099,-0.0677022
-0.140657,0.434911,0.160602
-0.494302,0.248296,0.0123548
