x,y,z
-0.820201,-0.955508,-0.522694
-0.468682,-1.27116,0.67253
-0.0853313,-0.45392,1.45302
-0.282971,-0.698303,0.474632
0.198217,0.2714,0.263673
0.760155,-0.368815,-0.412817
0.436307,0.403719,0.379445
-0.0752071,0.631703,0.331694
0.223446,0.638025,-0.723125
-0.252445,0.244329,0.0678043
-0.208347,0.460436,-0.310351
0.488988,-0.621173,0.323623
0.654057,-0.567797,1.1884
0.686278,-0.721161,0.355319
0.526761,-0.103315,0.294477
0.824405,-0.69205,0.291994
0.385689,-0.150214,0.469002
0.686714,0.469751,-0.396505
-0.475249,-0.302176,-1.48726
0.0679288,-0.868498,-1.63463
-0.736266,-2.01506,-1.55127
-0.827039,-2.11247,-1.33343
-0.122176,-2.20107,-0.616038
-0.598344,-1.10902,-0.740017
-0.321233,-0.329881,-1.06945
-0.43545,-1.26622,-0.529272
-0.202503,-1.52773,0.587416
-0.0526986,-1.48612,-0.526074
0.400271,-0.276084,-0.291345
0.355837,0.389602,0.136958
0.143844,0.481596,-0.526432
-0.344952,-0.13246,0.0792353
-0.382452,0.00866652,-0.57993
-1.42167,-0.108304,-0.718656
-0.451535,-1.2771,-1.1897
-1.37103,-0.0529613,-0.10941
-1.00125,0.966374,-0.813867
-1.82713,0.265919,-0.19759
-1.61664,-0.83645,0.671313
-2.31891,-1.10536,1.56358
-1.83652,-0.128396,1.66618
-1.43544,1.01762,1.07174
-0.988878,1.53507,0.282
-0.87751,0.644756,-0.0402402
0.249805,0.832065,0.651354
-0.483337,0.004528,0.936182
0.361732,-0.3855,-0.17667
0.654511,-0.195843,-0.811057
-0.443621,-0.492652,-0.509269
-0.592287,-1.18627,0.511836
-0.165781,-2.40247,0.0303264
-0.526182,-1.89998,0.297942
-0.458155,-2.13648,0.724399
-1.06674,-1.26583,1.27552
-0.0352992,-1.94344,1.56121
-0.127923,-1.409,0.979427
0.974956,-0.843543,0.215697
-0.241403,0.264085,-0.0232839
-0.0613046,0.443173,-0.596854
0.0851389,-0.687765,-0.148296
0.435421,-0.404201,-1.28819
1.23191,-0.0957822,-0.361792
0.69923,1.05485,0.382027
0.690656,1.62412,0.322319
-0.122413,1.31693,1.10053
0.404238,0.143422,0.960441
1.20014,0.827236,1.05304
0.582637,0.955071,0.415636
0.847624,0.541983,-0.101441
0.915859,0.486992,0.864389
1.34013,-0.380046,0.525991
0.932189,-0.610599,1.41016
0.935468,-0.897258,0.986926
0.255634,0.168963,1.6566
1.04063,1.03556,0.750738
1.07104,0.0234735,1.48998
-0.0915573,-0.559588,1.78763
0.682767,-1.09144,0.798894
-0.516088,-1.08309,0.600086
0.11379,-1.13727,0.916602
1.17075,-0.408799,0.361719
0.73008,0.673492,0.571142
0.326703,-0.309452,-0.551048
1.06878,-0.567302,-0.5057
0.136708,0.458692,-0.150645
0.675003,0.362048,-0.272752
1.09979,0.266361,0.22941
-0.012167,0.981594,-0.699739
0.152437,1.10453,0.373212
-0.179554,0.402756,0.755113
-0.843097,1.09105,-0.370044
-0.207817,0.55545,-0.00817169
-1.2647,1.13187,0.139616
-1.5243,0.247793,-0.306668
-0.978385,0.877584,-0.427532
-1.88257,-0.181865,0.0774244
-1.21293,0.577261,-0.432684
-1.26027,0.941857,0.746934
-1.74435,0.993511,0.075247
-2.19727,1.27514,-0.709921
-1.25819,2.27731,0.168547
-0.367767,1.84112,0.270619
-0.387661,1.59291,-0.533066
0.100539,1.31719,0.519453
0.256214,0.835962,-0.572612
-0.527052,0.282088,0.0930505
